113723	Swiping Right
128831	Swiping Left
14151	Swiping Right
44807	Swiping Left
30629	Stop Sign
88724	Swiping Right
74164	Swiping Left
120126	Swiping Right
26683	Swiping Left
92816	Swiping Left
81277	Swiping Right
117221	Swiping Left
70435	Swiping Right
6273	Swiping Left
141533	Stop Sign
102351	Swiping Left
118357	Stop Sign
137701	Swiping Left
50349	Swiping Left
68521	Swiping Left
108862	Swiping Left
90589	Swiping Left
146326	Swiping Left
99728	Swiping Right
118421	Swiping Right
85377	Swiping Right
78893	Swiping Left
46454	Swiping Right
33005	Swiping Right
59599	Swiping Left
87110	Stop Sign
85467	Swiping Left
17408	Swiping Right
20534	Stop Sign
71424	Stop Sign
32695	Swiping Left
107955	Swiping Left
139751	Swiping Right
74626	Swiping Left
103589	Stop Sign
21500	Swiping Left
60372	Swiping Right
79671	Swiping Right
46977	Swiping Left
10428	Swiping Left
87318	Swiping Right
54367	Stop Sign
3415	Swiping Left
38786	Swiping Right
139818	Stop Sign
69331	Swiping Right
84659	Stop Sign
137884	Swiping Left
133696	Stop Sign
110879	Stop Sign
127838	Swiping Left
142410	Swiping Left
134437	Swiping Right
53137	Stop Sign
138742	Stop Sign
84474	Swiping Left
10606	Swiping Right
47302	Stop Sign
2457	Swiping Right
39379	Swiping Left
77778	Swiping Right
13854	Swiping Left
130505	Swiping Right
104145	Swiping Left
75074	Swiping Right
112878	Stop Sign
139593	Swiping Left
108025	Swiping Right
56535	Stop Sign
1204	Stop Sign
84220	Swiping Left
65263	Swiping Left
18759	Stop Sign
98819	Swiping Right
17024	Swiping Left
4152	Stop Sign
131416	Stop Sign
86568	Swiping Left
112908	Stop Sign
82022	Swiping Left
25581	Stop Sign
112886	Stop Sign
33443	Swiping Left
128325	Swiping Left
22607	Stop Sign
2047	Swiping Left
645	Swiping Left
105319	Swiping Left
128768	Stop Sign
129907	Swiping Right
113107	Swiping Right
119185	Stop Sign
17946	Swiping Left
146285	Stop Sign
91633	Swiping Right
101204	Stop Sign
51664	Swiping Right
46502	Stop Sign
140297	Swiping Left
36872	Swiping Right
45046	Stop Sign
109929	Swiping Left
80101	Swiping Right
54863	Stop Sign
59591	Swiping Left
28300	Swiping Right
27271	Swiping Left
14226	Swiping Right
126449	Swiping Left
91072	Swiping Left
92721	Swiping Left
31873	Swiping Right
20302	Swiping Left
38996	Swiping Left
120579	Swiping Right
19921	Swiping Left
100883	Swiping Right
49235	Swiping Left
125238	Stop Sign
93553	Swiping Right
58765	Swiping Right
52757	Swiping Right
134868	Swiping Right
34165	Swiping Right
39143	Stop Sign
22860	Swiping Right
28252	Swiping Right
106025	Swiping Left
45449	Stop Sign
49663	Stop Sign
2632	Swiping Left
108930	Swiping Right
97188	Swiping Left
71506	Stop Sign
34645	Stop Sign
114664	Swiping Right
127796	Swiping Right
129168	Stop Sign
147286	Stop Sign
107710	Swiping Left
33777	Swiping Right
94290	Stop Sign
125466	Swiping Right
82771	Stop Sign
33919	Swiping Left
69859	Swiping Right
15032	Swiping Right
114185	Swiping Left
58572	Stop Sign
131394	Swiping Left
24471	Stop Sign
28736	Swiping Left
67398	Stop Sign
105902	Swiping Right
143849	Swiping Right
125871	Stop Sign
97560	Swiping Left
131775	Swiping Right
133897	Swiping Right
44953	Swiping Right
102497	Swiping Left
135200	Swiping Left
34250	Swiping Left
88616	Swiping Right
62876	Stop Sign
95918	Stop Sign
92576	Swiping Right
59728	Swiping Left
127756	Swiping Right
133903	Swiping Left
32022	Stop Sign
95004	Swiping Right
59899	Stop Sign
145991	Swiping Right
21753	Stop Sign
65845	Stop Sign
34150	Swiping Left
103190	Stop Sign
40436	Stop Sign
8829	Swiping Left
139332	Swiping Right
109486	Swiping Right
72982	Swiping Left
137675	Stop Sign
146868	Stop Sign
96372	Swiping Right
2340	Stop Sign
120198	Swiping Right
125058	Stop Sign
80734	Stop Sign
70963	Swiping Right
107033	Stop Sign
141570	Swiping Left
143488	Swiping Left
56956	Swiping Right
4024	Swiping Right
95750	Swiping Right
38031	Swiping Right
147637	Stop Sign
42996	Swiping Right
70207	Stop Sign
129682	Swiping Left
143957	Stop Sign
13075	Swiping Right
114911	Swiping Left
15458	Swiping Left
23505	Swiping Right
11843	Stop Sign
57360	Stop Sign
127939	Stop Sign
53077	Stop Sign
145023	Stop Sign
33438	Swiping Left
11459	Swiping Left
125150	Stop Sign
80901	Swiping Right
18808	Stop Sign
97439	Swiping Left
58901	Stop Sign
140061	Stop Sign
111911	Swiping Right
73284	Stop Sign
52028	Swiping Left
65793	Stop Sign
48808	Swiping Left
30086	Stop Sign
44367	Stop Sign
137475	Swiping Right
90414	Swiping Right
110154	Swiping Left
89794	Swiping Right
120014	Stop Sign
1575	Stop Sign
12677	Swiping Left
29026	Stop Sign
144985	Stop Sign
96531	Swiping Left
34382	Stop Sign
105967	Swiping Left
104585	Stop Sign
84270	Stop Sign
75125	Swiping Right
103903	Swiping Left
8820	Swiping Right
140152	Stop Sign
2571	Swiping Right
82564	Stop Sign
103392	Swiping Left
96860	Swiping Right
134298	Swiping Right
111459	Stop Sign
31427	Swiping Left
2712	Stop Sign
6183	Stop Sign
61063	Swiping Right
4173	Swiping Left
58667	Swiping Right
116530	Swiping Right
104203	Swiping Left
132207	Swiping Right
145762	Swiping Right
15935	Swiping Right
53441	Stop Sign
144227	Swiping Left
21403	Swiping Right
36120	Swiping Right
90152	Stop Sign
26897	Stop Sign
24353	Stop Sign
12561	Swiping Right
46564	Stop Sign
37717	Stop Sign
16667	Swiping Right
118089	Swiping Right
11933	Stop Sign
107742	Swiping Left
89653	Stop Sign
82305	Swiping Left
84523	Swiping Left
131498	Swiping Left
132571	Swiping Left
125598	Swiping Left
124574	Swiping Right
95105	Swiping Left
15447	Swiping Left
125829	Swiping Left
129667	Swiping Left
80717	Swiping Left
52455	Stop Sign
62091	Swiping Left
83605	Stop Sign
136821	Swiping Left
34689	Stop Sign
22582	Swiping Left
81846	Stop Sign
64071	Swiping Left
71558	Swiping Left
60603	Stop Sign
64868	Stop Sign
43218	Swiping Right
53953	Swiping Right
129716	Swiping Right
1294	Stop Sign
100985	Swiping Left
117101	Stop Sign
139112	Swiping Right
55459	Swiping Left
121364	Stop Sign
67794	Swiping Left
10193	Stop Sign
114250	Swiping Left
139780	Swiping Right
94928	Swiping Right
39432	Stop Sign
20519	Swiping Left
99420	Stop Sign
48192	Swiping Right
89717	Swiping Right
141206	Swiping Right
105109	Stop Sign
70577	Swiping Left
104399	Stop Sign
148061	Swiping Right
3990	Swiping Left
65094	Swiping Left
55648	Swiping Left
1022	Swiping Left
54852	Swiping Right
125575	Swiping Right
106567	Swiping Left
139629	Stop Sign
145726	Swiping Right
144122	Swiping Right
6644	Swiping Left
21461	Stop Sign
116900	Swiping Right
56561	Swiping Right
135253	Stop Sign
88822	Swiping Right
91907	Stop Sign
43501	Stop Sign
120847	Stop Sign
92760	Stop Sign
139127	Swiping Right
83739	Swiping Left
77949	Swiping Right
123234	Swiping Left
46146	Swiping Left
55401	Swiping Left
50050	Stop Sign
43808	Swiping Left
100743	Stop Sign
58853	Swiping Left
45357	Stop Sign
24735	Stop Sign
97259	Swiping Left
51739	Swiping Left
145339	Swiping Left
134509	Stop Sign
79229	Swiping Right
42338	Stop Sign
40291	Swiping Right
14589	Swiping Right
144694	Stop Sign
28799	Stop Sign
32304	Swiping Left
10143	Swiping Left
115002	Swiping Right
61270	Stop Sign
4419	Swiping Left
29394	Swiping Right
49821	Stop Sign
135333	Swiping Right
145196	Stop Sign
108539	Swiping Right
97369	Swiping Right
122244	Stop Sign
26382	Stop Sign
25537	Swiping Right
27945	Swiping Right
36271	Stop Sign
56154	Swiping Right
5775	Swiping Left
102458	Swiping Right
125295	Stop Sign
2462	Swiping Left
37910	Swiping Left
100450	Swiping Right
94149	Swiping Left
107944	Swiping Right
126194	Stop Sign
1461	Swiping Left
19661	Swiping Left
44979	Stop Sign
48246	Swiping Left
17330	Swiping Left
83617	Stop Sign
136051	Swiping Left
105574	Stop Sign
37403	Swiping Left
37778	Swiping Left
66504	Swiping Left
76318	Stop Sign
46185	Stop Sign
130998	Swiping Right
86971	Swiping Left
32602	Stop Sign
21310	Swiping Left
133490	Swiping Left
78251	Swiping Left
133692	Swiping Right
93275	Swiping Left
48388	Swiping Left
77464	Stop Sign
70182	Swiping Left
32703	Swiping Left
119974	Swiping Left
66658	Swiping Right
110060	Swiping Left
56675	Swiping Left
97647	Swiping Right
67568	Swiping Left
117784	Swiping Left
61426	Swiping Right
41805	Stop Sign
97224	Swiping Right
121108	Swiping Left
84528	Swiping Right
46931	Swiping Left
50695	Swiping Right
83931	Stop Sign
141398	Swiping Left
30146	Stop Sign
81199	Stop Sign
113098	Stop Sign
14085	Swiping Left
18604	Stop Sign
137940	Swiping Right
37696	Swiping Right
134182	Swiping Right
28932	Swiping Right
34904	Swiping Left
139399	Stop Sign
43490	Swiping Left
6278	Swiping Right
62576	Swiping Left
142231	Swiping Left
3875	Stop Sign
88841	Stop Sign
15646	Swiping Right
43388	Stop Sign
54286	Stop Sign
3340	Swiping Left
126009	Stop Sign
88419	Swiping Left
15069	Swiping Left
28261	Stop Sign
119008	Stop Sign
132879	Swiping Left
3121	Swiping Left
146420	Stop Sign
61251	Swiping Right
16974	Swiping Left
17741	Stop Sign
95393	Swiping Left
103660	Swiping Left
24438	Swiping Right
80657	Swiping Left
7664	Swiping Right
62176	Stop Sign
34785	Swiping Left
36062	Swiping Left
49171	Stop Sign
9338	Swiping Left
57523	Swiping Right
36919	Swiping Left
103306	Swiping Right
130635	Swiping Left
49115	Swiping Left
66372	Swiping Right
61905	Swiping Right
103946	Swiping Right
128817	Swiping Left
80334	Swiping Right
58756	Stop Sign
11271	Swiping Right
117897	Stop Sign
53675	Stop Sign
14292	Swiping Right
7646	Swiping Left
48959	Swiping Right
5388	Stop Sign
16205	Stop Sign
88682	Stop Sign
126395	Swiping Left
116071	Stop Sign
26815	Stop Sign
6671	Swiping Right
117079	Stop Sign
80679	Swiping Left
77207	Swiping Right
88320	Swiping Right
28538	Swiping Right
36485	Stop Sign
79037	Swiping Right
106397	Swiping Right
144236	Swiping Left
58665	Stop Sign
53722	Stop Sign
29672	Swiping Right
139760	Stop Sign
104172	Swiping Left
117681	Swiping Right
79904	Swiping Right
138678	Swiping Right
97410	Stop Sign
35589	Swiping Left
69511	Stop Sign
46354	Swiping Left
53893	Stop Sign
101167	Swiping Left
46688	Swiping Right
104150	Swiping Right
64142	Swiping Left
95908	Swiping Left
6900	Swiping Left
70710	Swiping Right
122414	Swiping Right
81645	Stop Sign
58991	Swiping Right
84886	Stop Sign
69340	Swiping Right
96871	Swiping Left
34795	Swiping Right
146370	Stop Sign
70077	Swiping Right
32650	Stop Sign
22358	Swiping Left
45703	Stop Sign
82708	Swiping Right
89253	Swiping Left
50423	Stop Sign
60422	Stop Sign
15134	Swiping Left
28580	Swiping Left
103334	Stop Sign
52653	Swiping Left
52881	Swiping Right
83964	Swiping Left
34347	Stop Sign
26965	Swiping Left
6698	Stop Sign
87703	Swiping Right
51266	Stop Sign
53503	Swiping Right
119324	Stop Sign
131658	Swiping Right
60165	Stop Sign
63359	Stop Sign
34415	Stop Sign
68033	Swiping Left
12230	Swiping Left
7545	Swiping Left
35563	Stop Sign
4452	Swiping Left
81538	Swiping Left
141972	Swiping Right
143380	Swiping Right
115240	Swiping Left
139514	Swiping Left
18258	Stop Sign
103004	Swiping Right
6159	Stop Sign
68219	Stop Sign
115497	Swiping Left
9085	Swiping Right
18250	Swiping Left
3368	Stop Sign
146116	Swiping Left
69161	Swiping Right
73104	Swiping Left
42599	Swiping Right
37114	Stop Sign
86086	Swiping Left
117806	Stop Sign
106268	Swiping Left
67530	Stop Sign
55023	Stop Sign
41925	Stop Sign
132341	Stop Sign
5120	Stop Sign
96256	Stop Sign
7491	Swiping Left
102788	Swiping Left
7919	Stop Sign
25049	Stop Sign
47509	Swiping Left
126600	Swiping Left
58973	Swiping Right
38510	Stop Sign
40305	Stop Sign
107021	Swiping Left
16410	Swiping Left
61941	Swiping Left
132909	Swiping Left
127098	Stop Sign
123702	Stop Sign
31851	Stop Sign
134297	Stop Sign
30864	Stop Sign
63975	Swiping Left
92362	Swiping Right
140707	Swiping Left
60239	Stop Sign
12842	Swiping Right
96039	Stop Sign
8924	Stop Sign
424	Swiping Right
125596	Swiping Left
100575	Stop Sign
72911	Stop Sign
4499	Stop Sign
111385	Stop Sign
62067	Swiping Left
60470	Stop Sign
102802	Stop Sign
15450	Swiping Left
18005	Stop Sign
98061	Swiping Left
92015	Swiping Left
56063	Stop Sign
77417	Swiping Left
92972	Swiping Left
21703	Swiping Left
57529	Stop Sign
132344	Swiping Right
73930	Stop Sign
136641	Swiping Left
127886	Swiping Left
2557	Swiping Right
121466	Swiping Left
114951	Swiping Left
133948	Swiping Left
121303	Swiping Right
64133	Stop Sign
111208	Swiping Left
16448	Stop Sign
62799	Swiping Left
94292	Swiping Right
12831	Swiping Left
60955	Swiping Left
19818	Swiping Right
31929	Swiping Right
133347	Stop Sign
66452	Swiping Left
104267	Swiping Right
28394	Stop Sign
3473	Swiping Right
76591	Swiping Left
4823	Swiping Left
23206	Stop Sign
134017	Swiping Left
11002	Swiping Left
135129	Swiping Right
53108	Swiping Left
60150	Swiping Left
108116	Stop Sign
74372	Stop Sign
12991	Swiping Right
84765	Stop Sign
95595	Swiping Right
35893	Stop Sign
52266	Stop Sign
60812	Stop Sign
16903	Stop Sign
8791	Swiping Right
46198	Swiping Left
123404	Swiping Left
34201	Stop Sign
109604	Stop Sign
68718	Swiping Left
144139	Stop Sign
54610	Swiping Left
32425	Swiping Right
97892	Swiping Left
15303	Swiping Right
84187	Swiping Left
55232	Stop Sign
7013	Swiping Right
129790	Stop Sign
45864	Stop Sign
74295	Swiping Right
54013	Stop Sign
107043	Stop Sign
60359	Swiping Right
75708	Swiping Right
17956	Swiping Right
32001	Stop Sign
73151	Stop Sign
20886	Swiping Right
138911	Stop Sign
31174	Swiping Right
58983	Stop Sign
104192	Swiping Left
111292	Stop Sign
87973	Swiping Left
147690	Swiping Right
90729	Swiping Right
89846	Swiping Left
72132	Stop Sign
715	Swiping Left
58359	Swiping Left
92250	Swiping Right
55909	Swiping Right
144881	Swiping Left
101954	Stop Sign
81927	Swiping Left
121758	Swiping Right
80878	Swiping Right
30134	Swiping Left
51693	Stop Sign
61238	Stop Sign
132952	Swiping Right
15298	Swiping Left
124638	Swiping Right
40595	Stop Sign
62302	Swiping Left
130081	Swiping Left
92252	Swiping Right
14469	Swiping Left
53900	Swiping Right
89511	Swiping Left
128653	Stop Sign
3547	Swiping Right
41231	Swiping Right
121080	Swiping Left
138819	Swiping Left
78353	Swiping Left
56726	Stop Sign
20797	Swiping Left
127928	Stop Sign
95723	Swiping Left
111247	Swiping Right
343	Swiping Right
20028	Swiping Right
35812	Stop Sign
130961	Swiping Right
116173	Swiping Left
11582	Stop Sign
118425	Swiping Left
25756	Stop Sign
78295	Swiping Right
92289	Swiping Left
142545	Stop Sign
13563	Stop Sign
88287	Swiping Right
106070	Stop Sign
65493	Swiping Left
558	Stop Sign
95645	Stop Sign
62460	Swiping Left
133210	Stop Sign
52439	Swiping Left
42097	Swiping Left
68218	Stop Sign
75116	Swiping Left
115707	Swiping Right
55933	Swiping Right
91317	Stop Sign
22537	Swiping Right
105337	Swiping Right
39658	Swiping Left
80073	Stop Sign
117636	Swiping Left
69490	Stop Sign
55178	Swiping Right
64429	Swiping Left
66115	Swiping Right
101941	Stop Sign
88046	Swiping Right
129335	Swiping Left
131216	Swiping Right
25425	Swiping Right
29201	Stop Sign
16898	Stop Sign
88886	Swiping Right
67376	Swiping Left
88028	Swiping Right
41500	Swiping Right
77183	Swiping Right
46252	Swiping Right
52250	Swiping Left
107223	Stop Sign
111815	Stop Sign
56380	Swiping Left
79983	Swiping Right
13710	Stop Sign
18053	Stop Sign
128282	Swiping Right
32110	Swiping Left
32828	Swiping Left
24899	Stop Sign
139742	Swiping Left
44566	Swiping Right
95901	Swiping Right
30328	Swiping Left
81575	Swiping Left
52495	Stop Sign
60398	Swiping Left
99074	Stop Sign
57042	Stop Sign
144425	Swiping Right
39063	Swiping Right
135063	Swiping Right
49788	Swiping Right
133959	Swiping Right
53541	Swiping Left
65755	Swiping Right
111570	Stop Sign
87157	Swiping Right
29480	Swiping Left
39578	Stop Sign
37100	Stop Sign
118526	Swiping Left
142947	Swiping Left
66199	Swiping Left
89010	Swiping Right
127595	Stop Sign
17762	Stop Sign
111118	Swiping Right
71423	Swiping Left
110218	Stop Sign
77845	Swiping Right
126441	Stop Sign
137136	Swiping Right
138864	Stop Sign
30512	Swiping Left
99178	Stop Sign
27290	Swiping Left
4248	Swiping Right
93969	Swiping Right
129673	Stop Sign
62138	Swiping Left
43344	Swiping Left
135603	Swiping Left
35923	Stop Sign
65118	Stop Sign
54107	Swiping Right
88395	Stop Sign
90996	Stop Sign
130132	Swiping Left
141275	Swiping Right
31529	Swiping Left
145210	Swiping Left
134457	Stop Sign
112774	Stop Sign
18646	Swiping Left
94858	Swiping Left
35902	Swiping Right
114191	Swiping Left
45185	Swiping Left
25157	Swiping Left
113774	Swiping Right
92539	Stop Sign
77870	Swiping Right
59733	Swiping Left
50220	Swiping Left
142833	Swiping Right
84300	Swiping Right
92729	Stop Sign
117362	Swiping Right
21835	Stop Sign
57046	Swiping Left
33851	Swiping Left
59054	Swiping Left
13294	Swiping Left
4451	Swiping Left
49706	Swiping Left
96766	Stop Sign
65443	Stop Sign
47352	Stop Sign
107261	Stop Sign
115964	Stop Sign
7279	Stop Sign
13586	Stop Sign
77106	Stop Sign
86840	Stop Sign
121687	Stop Sign
20082	Swiping Right
100449	Swiping Left
100932	Swiping Right
107477	Stop Sign
95899	Swiping Right
56024	Swiping Right
20693	Stop Sign
93668	Stop Sign
130015	Swiping Right
97302	Stop Sign
116244	Swiping Right
63512	Stop Sign
5773	Stop Sign
139891	Stop Sign
48229	Swiping Right
86145	Stop Sign
144745	Stop Sign
126124	Stop Sign
17429	Swiping Right
53925	Stop Sign
13008	Stop Sign
107305	Stop Sign
143971	Swiping Left
95982	Swiping Left
24004	Swiping Right
79800	Swiping Left
66604	Swiping Left
121966	Swiping Left
82727	Swiping Right
34122	Stop Sign
130228	Swiping Right
103667	Swiping Right
104499	Swiping Right
32082	Stop Sign
67063	Swiping Right
132716	Swiping Right
71333	Swiping Right
86737	Swiping Left
139121	Swiping Left
52772	Swiping Right
10173	Swiping Left
16238	Stop Sign
100848	Swiping Left
139188	Swiping Left
138436	Swiping Right
107007	Swiping Right
49506	Stop Sign
135257	Swiping Left
125286	Swiping Left
7591	Stop Sign
9524	Swiping Left
92921	Stop Sign
71210	Swiping Right
63776	Swiping Right
111225	Swiping Right
103218	Stop Sign
100947	Swiping Right
79926	Swiping Right
147558	Stop Sign
146602	Swiping Left
21052	Swiping Right
74717	Swiping Right
44668	Stop Sign
88999	Swiping Left
31789	Swiping Right
88759	Stop Sign
73852	Swiping Right
35829	Swiping Right
46265	Swiping Right
66397	Stop Sign
90240	Swiping Left
37423	Stop Sign
125874	Swiping Left
23898	Stop Sign
103101	Swiping Right
5713	Swiping Right
75448	Swiping Left
124041	Swiping Left
96990	Swiping Right
106102	Swiping Left
141970	Swiping Left
45076	Stop Sign
80239	Swiping Right
146651	Swiping Right
38275	Stop Sign
63148	Stop Sign
78912	Stop Sign
100077	Stop Sign
90463	Swiping Left
8516	Swiping Right
117832	Stop Sign
139063	Swiping Right
38699	Stop Sign
12108	Stop Sign
118800	Swiping Left
43329	Stop Sign
6990	Swiping Left
82457	Swiping Left
74065	Swiping Left
60396	Stop Sign
30919	Stop Sign
59796	Swiping Left
94865	Stop Sign
826	Swiping Right
62965	Swiping Left
29690	Swiping Left
80672	Swiping Right
53621	Stop Sign
55367	Swiping Left
136652	Swiping Left
24999	Stop Sign
121542	Swiping Left
72315	Stop Sign
145449	Stop Sign
43918	Swiping Right
98250	Stop Sign
62245	Swiping Left
34032	Swiping Left
29408	Swiping Right
48049	Swiping Right
11879	Stop Sign
1722	Swiping Left
100129	Swiping Left
112323	Swiping Left
85026	Swiping Right
51098	Stop Sign
90405	Stop Sign
15253	Swiping Right
140611	Swiping Left
10686	Swiping Right
20794	Swiping Left
141073	Swiping Left
74961	Swiping Right
118099	Swiping Right
34085	Swiping Left
26264	Swiping Right
92757	Swiping Left
16949	Stop Sign
87186	Swiping Left
94899	Stop Sign
119763	Swiping Right
70777	Swiping Right
90060	Swiping Right
97333	Swiping Left
1214	Swiping Left
126755	Swiping Right
50121	Stop Sign
88104	Swiping Right
139306	Swiping Right
37834	Stop Sign
99583	Stop Sign
110951	Stop Sign
115191	Swiping Right
8689	Swiping Left
103819	Swiping Right
88502	Swiping Right
108330	Swiping Right
58109	Swiping Right
41246	Stop Sign
120172	Swiping Right
48970	Swiping Left
27038	Swiping Left
56200	Stop Sign
127431	Swiping Left
2291	Swiping Left
13719	Stop Sign
87141	Swiping Left
82152	Swiping Right
122036	Swiping Left
1370	Swiping Right
64839	Swiping Right
87552	Swiping Right
145906	Stop Sign
103783	Stop Sign
89289	Swiping Left
139011	Swiping Right
18849	Swiping Left
2926	Swiping Left
23887	Stop Sign
59622	Swiping Left
4898	Swiping Right
64655	Swiping Left
38881	Swiping Right
125566	Swiping Left
129874	Swiping Left
124442	Swiping Right
56405	Swiping Right
56565	Swiping Right
102394	Stop Sign
128094	Stop Sign
39776	Swiping Right
114431	Stop Sign
125576	Swiping Left
53335	Stop Sign
40720	Swiping Left
116577	Swiping Left
95926	Stop Sign
38926	Swiping Left
114569	Swiping Left
10751	Swiping Left
84204	Swiping Left
52210	Stop Sign
25047	Swiping Left
78130	Stop Sign
112152	Stop Sign
114060	Swiping Left
108589	Swiping Left
146236	Swiping Right
79182	Swiping Left
87838	Stop Sign
129746	Stop Sign
123084	Swiping Right
101303	Stop Sign
75104	Stop Sign
9625	Stop Sign
11561	Swiping Right
57582	Swiping Right
23691	Stop Sign
42080	Stop Sign
48824	Stop Sign
99607	Swiping Right
79067	Swiping Right
120567	Swiping Right
51734	Swiping Right
72933	Swiping Right
27434	Swiping Right
40406	Stop Sign
82318	Stop Sign
128519	Swiping Left
137394	Swiping Left
71700	Swiping Right
110603	Stop Sign
118360	Stop Sign
113679	Stop Sign
742	Swiping Right
122854	Swiping Right
20201	Stop Sign
35328	Swiping Left
78263	Stop Sign
70698	Stop Sign
59598	Stop Sign
26346	Stop Sign
56366	Stop Sign
137262	Swiping Left
124590	Stop Sign
106042	Swiping Left
93253	Stop Sign
75481	Swiping Right
96	Swiping Right
104739	Stop Sign
63656	Swiping Right
43038	Stop Sign
77213	Swiping Right
16035	Stop Sign
42275	Swiping Right
95906	Swiping Right
18784	Swiping Right
62642	Stop Sign
78928	Swiping Right
30821	Stop Sign
120937	Swiping Right
21603	Swiping Left
36487	Swiping Left
65892	Swiping Right
31308	Stop Sign
86760	Swiping Right
112249	Swiping Left
42903	Stop Sign
